clave_ent,ent,anio,trimestre,pesos_constantes,canasta_alimentaria,desagregacion
24,San Luis Potosí,2014,2,1335.08,1260.65,Estatal
24,San Luis Potosí,2014,3,1291.03,1206.84,Estatal
24,San Luis Potosí,2014,4,1307.41,1209.16,Estatal
24,San Luis Potosí,2015,1,1306.32,1227.45,Estatal
24,San Luis Potosí,2015,2,1331.7,1244.22,Estatal
24,San Luis Potosí,2015,3,1326.23,1229.88,Estatal
24,San Luis Potosí,2015,4,1415.46,1309.52,Estatal
24,San Luis Potosí,2016,1,1378.89,1254.06,Estatal
24,San Luis Potosí,2016,2,1428.94,1305.77,Estatal
24,San Luis Potosí,2016,3,1501.46,1385.77,Estatal
24,San Luis Potosí,2016,4,1308.08,1197.71,Estatal
24,San Luis Potosí,2017,1,1443.7,1343.17,Estatal
24,San Luis Potosí,2017,2,1471.84,1345.32,Estatal
24,San Luis Potosí,2017,3,1559.43,1378.92,Estatal
24,San Luis Potosí,2017,4,1452.23,1301.41,Estatal
24,San Luis Potosí,2018,1,1503.19,1367.47,Estatal
24,San Luis Potosí,2018,2,1571.91,1435.8,Estatal
24,San Luis Potosí,2018,3,1527.18,1382.09,Estatal
24,San Luis Potosí,2018,4,1553.8,1408.13,Estatal
24,San Luis Potosí,2019,1,1541.17,1384.61,Estatal
24,San Luis Potosí,2019,2,1555.28,1399.93,Estatal
24,San Luis Potosí,2019,3,1568.65,1415.92,Estatal
24,San Luis Potosí,2019,4,1594.45,1446.11,Estatal
24,San Luis Potosí,2020,1,1691.59,1509.4,Estatal
24,San Luis Potosí,2020,3,1510.26,1331.28,Estatal
24,San Luis Potosí,2020,4,1563.59,1379.94,Estatal
25,Sinaloa,2005,1,2085.84,2338.56,Estatal
25,Sinaloa,2005,2,2100.58,2271.23,Estatal
25,Sinaloa,2005,3,2136.66,2325.11,Estatal
25,Sinaloa,2005,4,2305.31,2556.99,Estatal
25,Sinaloa,2006,1,2285.48,2507.03,Estatal
25,Sinaloa,2006,2,2309.25,2556.01,Estatal
25,Sinaloa,2006,3,2239.41,2445.78,Estatal
25,Sinaloa,2006,4,2235.28,2375.94,Estatal
25,Sinaloa,2007,1,2311.86,2439.22,Estatal
25,Sinaloa,2007,2,2351.52,2514.87,Estatal
25,Sinaloa,2007,3,2337.91,2501.47,Estatal
25,Sinaloa,2007,4,2317.81,2460.59,Estatal
25,Sinaloa,2008,1,2280.36,2432.48,Estatal
25,Sinaloa,2008,2,2270.89,2387.84,Estatal
25,Sinaloa,2008,3,2293.4,2395.8,Estatal
25,Sinaloa,2008,4,2222.44,2292.28,Estatal
25,Sinaloa,2009,1,2177.24,2241.16,Estatal
25,Sinaloa,2009,2,2182.36,2192.96,Estatal
25,Sinaloa,2009,3,2105.71,2089.58,Estatal
25,Sinaloa,2009,4,2122.46,2129.49,Estatal
25,Sinaloa,2010,1,2149.83,2149.83,Estatal
25,Sinaloa,2010,2,2138.32,2150.67,Estatal
25,Sinaloa,2010,3,2097.03,2135.86,Estatal
25,Sinaloa,2010,4,2047.02,2069.46,Estatal
25,Sinaloa,2011,1,2080.14,2095.6,Estatal
25,Sinaloa,2011,2,2075.93,2084.11,Estatal
25,Sinaloa,2011,3,1940.9,1955.59,Estatal
25,Sinaloa,2011,4,2000.08,2000.62,Estatal
25,Sinaloa,2012,1,2007.85,1985.2,Estatal
25,Sinaloa,2012,2,2077.88,2031.44,Estatal
25,Sinaloa,2012,3,1902.48,1810.29,Estatal
25,Sinaloa,2012,4,2074.49,1964.83,Estatal
25,Sinaloa,2013,1,2133.26,2023.5,Estatal
25,Sinaloa,2013,2,2047.63,1932.72,Estatal
25,Sinaloa,2013,3,2064.24,1951.54,Estatal
25,Sinaloa,2013,4,1989.21,1872.2,Estatal
25,Sinaloa,2014,1,2029.66,1896.55,Estatal
25,Sinaloa,2014,2,1840.25,1736.99,Estatal
25,Sinaloa,2014,3,1904.84,1779.7,Estatal
25,Sinaloa,2014,4,2035.48,1882.02,Estatal
25,Sinaloa,2015,1,2081.05,1955.26,Estatal
25,Sinaloa,2015,2,2120.91,1981.59,Estatal
25,Sinaloa,2015,3,2202,2042.05,Estatal
25,Sinaloa,2015,4,2172.87,2010.33,Estatal
25,Sinaloa,2016,1,1979.65,1800.27,Estatal
25,Sinaloa,2016,2,2009.05,1836,Estatal
25,Sinaloa,2016,3,1939.64,1790.33,Estatal
25,Sinaloa,2016,4,2067.07,1892.69,Estatal
25,Sinaloa,2017,1,2063.99,1920.14,Estatal
25,Sinaloa,2017,2,2064.15,1886.87,Estatal
25,Sinaloa,2017,3,1984.72,1754.83,Estatal
25,Sinaloa,2017,4,2027.53,1816.81,Estatal
25,Sinaloa,2018,1,2148.6,1954.62,Estatal
25,Sinaloa,2018,2,2074.46,1894.71,Estatal
25,Sinaloa,2018,3,2018.91,1826.95,Estatal
25,Sinaloa,2018,4,1993.6,1806.78,Estatal
25,Sinaloa,2019,1,2038.76,1831.72,Estatal
25,Sinaloa,2019,2,2016.37,1814.96,Estatal
25,Sinaloa,2019,3,2092.84,1889.05,Estatal
25,Sinaloa,2019,4,2144.46,1944.93,Estatal
25,Sinaloa,2020,1,2153.61,1921.59,Estatal
25,Sinaloa,2020,3,1764.09,1554.15,Estatal
25,Sinaloa,2020,4,2030.43,1791.82,Estatal
26,Sonora,2005,1,2325.5,2603,Estatal
26,Sonora,2005,2,2258.58,2440.54,Estatal
26,Sonora,2005,3,2263.31,2461.37,Estatal
26,Sonora,2005,4,2340.36,2593,Estatal
26,Sonora,2006,1,2445.25,2679.8,Estatal
26,Sonora,2006,2,2482.13,2743.22,Estatal
26,Sonora,2006,3,2364.82,2579.84,Estatal
26,Sonora,2006,4,2456.58,2610.82,Estatal
26,Sonora,2007,1,2348.46,2477.24,Estatal
26,Sonora,2007,2,2383.75,2547.43,Estatal
26,Sonora,2007,3,2420.62,2587.85,Estatal
26,Sonora,2007,4,2347.6,2490.32,Estatal
26,Sonora,2008,1,2462.76,2623.23,Estatal
26,Sonora,2008,2,2482.46,2607.43,Estatal
26,Sonora,2008,3,2371.1,2475.09,Estatal
26,Sonora,2008,4,2151.25,2218.01,Estatal
26,Sonora,2009,1,2226.14,2289.9,Estatal
26,Sonora,2009,2,2216.51,2226.8,Estatal
26,Sonora,2009,3,2114.81,2098.41,Estatal
26,Sonora,2009,4,2021.3,2027.5,Estatal
26,Sonora,2010,1,2250.69,2250.69,Estatal
26,Sonora,2010,2,2082.78,2093.63,Estatal
26,Sonora,2010,3,1870.69,1903.5,Estatal
26,Sonora,2010,4,1982.95,2003.08,Estatal
26,Sonora,2011,1,1905.66,1918.41,Estatal
26,Sonora,2011,2,2021.54,2028.28,Estatal
26,Sonora,2011,3,2019.15,2032.71,Estatal
26,Sonora,2011,4,2028.87,2028.37,Estatal
26,Sonora,2012,1,2041.42,2018.06,Estatal
26,Sonora,2012,2,2018.01,1972.46,Estatal
26,Sonora,2012,3,2054.74,1955.62,Estatal
26,Sonora,2012,4,1960.96,1857.73,Estatal
26,Sonora,2013,1,2433.78,2308.6,Estatal
26,Sonora,2013,2,2191.18,2068.36,Estatal
26,Sonora,2013,3,2207.01,2086,Estatal
26,Sonora,2013,4,2198.7,2069.33,Estatal
26,Sonora,2014,1,2285.54,2134.49,Estatal
26,Sonora,2014,2,2292.34,2161.24,Estatal
26,Sonora,2014,3,2214.39,2066.22,Estatal
26,Sonora,2014,4,2195.47,2028.61,Estatal
26,Sonora,2015,1,2136.44,2006.91,Estatal
26,Sonora,2015,2,2269.76,2120.71,Estatal
26,Sonora,2015,3,2121.32,1967.27,Estatal
26,Sonora,2015,4,2171.79,2009.45,Estatal
26,Sonora,2016,1,2147.16,1954.44,Estatal
26,Sonora,2016,2,2272.79,2077.47,Estatal
26,Sonora,2016,3,2137.67,1973.54,Estatal
26,Sonora,2016,4,2229.5,2042.77,Estatal
26,Sonora,2017,1,2247.69,2090.59,Estatal
26,Sonora,2017,2,2224.88,2034.17,Estatal
26,Sonora,2017,3,2143.75,1896.91,Estatal
26,Sonora,2017,4,2210,1981.09,Estatal
26,Sonora,2018,1,2179.49,1982.66,Estatal
26,Sonora,2018,2,2266.37,2069.6,Estatal
26,Sonora,2018,3,2184.17,1976,Estatal
26,Sonora,2018,4,2290.39,2076.19,Estatal
26,Sonora,2019,1,2220.29,1995.1,Estatal
26,Sonora,2019,2,2213.76,1992.62,Estatal
26,Sonora,2019,3,2303.92,2079.41,Estatal
26,Sonora,2019,4,2295.61,2081.68,Estatal
26,Sonora,2020,1,2282.56,2037.35,Estatal
26,Sonora,2020,3,1858.69,1639.38,Estatal
26,Sonora,2020,4,2237.62,1976.59,Estatal
27,Tabasco,2005,1,1581.09,1777.04,Estatal
27,Tabasco,2005,2,1588.35,1719.88,Estatal
27,Tabasco,2005,3,1658.57,1808.5,Estatal
27,Tabasco,2005,4,1703.97,1895.33,Estatal
27,Tabasco,2006,1,1767.65,1942.49,Estatal
27,Tabasco,2006,2,1762.07,1955.3,Estatal
27,Tabasco,2006,3,1901.47,2079.44,Estatal
27,Tabasco,2006,4,1892.41,2011.8,Estatal
27,Tabasco,2007,1,1820.17,1921.08,Estatal
27,Tabasco,2007,2,1844.67,1975.63,Estatal
27,Tabasco,2007,3,1817.92,1947.91,Estatal
27,Tabasco,2007,4,1862.72,1980.33,Estatal
27,Tabasco,2008,1,1921.33,2052.66,Estatal
27,Tabasco,2008,2,1899.62,1999.86,Estatal
27,Tabasco,2008,3,1906.41,1994.48,Estatal
27,Tabasco,2008,4,1783.66,1841.04,Estatal
27,Tabasco,2009,1,1788.65,1843.04,Estatal
27,Tabasco,2009,2,1750.86,1759.89,Estatal
27,Tabasco,2009,3,1679.03,1666.47,Estatal
27,Tabasco,2009,4,1780.55,1787.11,Estatal
27,Tabasco,2010,1,1733.93,1733.93,Estatal
27,Tabasco,2010,2,1734.61,1746.29,Estatal
27,Tabasco,2010,3,1643.21,1677.17,Estatal
27,Tabasco,2010,4,1608.83,1628.19,Estatal
27,Tabasco,2011,1,1657.61,1672.58,Estatal
27,Tabasco,2011,2,1572.38,1581.32,Estatal
27,Tabasco,2011,3,1587.01,1602.23,Estatal
27,Tabasco,2011,4,1626.21,1627.81,Estatal
27,Tabasco,2012,1,1664.65,1646.26,Estatal
27,Tabasco,2012,2,1662.87,1626.59,Estatal
27,Tabasco,2012,3,1727.14,1642.62,Estatal
27,Tabasco,2012,4,1719.65,1628.23,Estatal
27,Tabasco,2013,1,1668.27,1582.4,Estatal
27,Tabasco,2013,2,1636.8,1544.75,Estatal
27,Tabasco,2013,3,1666.78,1576.84,Estatal
27,Tabasco,2013,4,1715.52,1614.63,Estatal
27,Tabasco,2014,1,1662.69,1555.32,Estatal
27,Tabasco,2014,2,1629.07,1541.98,Estatal
27,Tabasco,2014,3,1661.48,1556.5,Estatal
27,Tabasco,2014,4,1658.99,1535.93,Estatal
27,Tabasco,2015,1,1631.91,1533.73,Estatal
27,Tabasco,2015,2,1613.41,1507.35,Estatal
27,Tabasco,2015,3,1653.23,1533.04,Estatal
27,Tabasco,2015,4,1593.55,1474.08,Estatal
27,Tabasco,2016,1,1595.25,1449.08,Estatal
27,Tabasco,2016,2,1561.12,1425.97,Estatal
27,Tabasco,2016,3,1493.33,1377.77,Estatal
27,Tabasco,2016,4,1408.59,1288.58,Estatal
27,Tabasco,2017,1,1483.83,1380.84,Estatal
27,Tabasco,2017,2,1429.88,1306.73,Estatal
27,Tabasco,2017,3,1355.44,1197.06,Estatal
27,Tabasco,2017,4,1364.73,1222.42,Estatal
27,Tabasco,2018,1,1397.2,1271.1,Estatal
27,Tabasco,2018,2,1437.35,1313.47,Estatal
27,Tabasco,2018,3,1357.52,1229.37,Estatal
27,Tabasco,2018,4,1355.9,1228.42,Estatal
27,Tabasco,2019,1,1430.67,1285.03,Estatal
27,Tabasco,2019,2,1523.01,1370.89,Estatal
27,Tabasco,2019,3,1520.89,1373.05,Estatal
27,Tabasco,2019,4,1550.94,1406.96,Estatal
27,Tabasco,2020,1,1660.19,1480.68,Estatal
27,Tabasco,2020,3,1276.9,1123.66,Estatal
27,Tabasco,2020,4,1345.6,1186.07,Estatal
28,Tamaulipas,2005,1,2422.32,2708.62,Estatal
28,Tamaulipas,2005,2,2163.68,2337.11,Estatal
28,Tamaulipas,2005,3,2216.99,2409.63,Estatal
28,Tamaulipas,2005,4,2591.76,2867.92,Estatal
28,Tamaulipas,2006,1,2366.7,2591.62,Estatal
28,Tamaulipas,2006,2,2514.96,2776.84,Estatal
28,Tamaulipas,2006,3,2496.45,2721.51,Estatal
28,Tamaulipas,2006,4,2682.36,2850.56,Estatal
28,Tamaulipas,2007,1,2345.74,2473.98,Estatal
28,Tamaulipas,2007,2,2405.2,2569.31,Estatal
28,Tamaulipas,2007,3,2436.82,2604.24,Estatal
28,Tamaulipas,2007,4,2446.1,2594.05,Estatal
28,Tamaulipas,2008,1,2394.27,2549.42,Estatal
28,Tamaulipas,2008,2,2434.63,2556.42,Estatal
28,Tamaulipas,2008,3,2389.2,2493.34,Estatal
28,Tamaulipas,2008,4,2259.29,2329.01,Estatal
28,Tamaulipas,2009,1,2312.83,2378.34,Estatal
28,Tamaulipas,2009,2,2177.57,2187.52,Estatal
28,Tamaulipas,2009,3,2119.07,2102.6,Estatal
28,Tamaulipas,2009,4,2034.78,2040.78,Estatal
28,Tamaulipas,2010,1,2022.48,2022.48,Estatal
28,Tamaulipas,2010,2,1935.33,1944.84,Estatal
28,Tamaulipas,2010,3,1847.08,1878.39,Estatal
28,Tamaulipas,2010,4,1788.45,1806.08,Estatal
28,Tamaulipas,2011,1,1922.8,1934.5,Estatal
28,Tamaulipas,2011,2,1728.41,1733.29,Estatal
28,Tamaulipas,2011,3,1759.93,1770.95,Estatal
28,Tamaulipas,2011,4,1671.02,1670.27,Estatal
28,Tamaulipas,2012,1,1738.97,1718.93,Estatal
28,Tamaulipas,2012,2,1821.68,1780.4,Estatal
28,Tamaulipas,2012,3,1763.65,1678.75,Estatal
28,Tamaulipas,2012,4,1742.87,1651.23,Estatal
28,Tamaulipas,2013,1,1783.58,1691.85,Estatal
28,Tamaulipas,2013,2,1841.76,1738.56,Estatal
28,Tamaulipas,2013,3,1743.1,1647.38,Estatal
28,Tamaulipas,2013,4,1758.09,1654.64,Estatal
28,Tamaulipas,2014,1,1778.3,1660.15,Estatal
28,Tamaulipas,2014,2,1706.99,1608.38,Estatal
28,Tamaulipas,2014,3,1619.04,1510.45,Estatal
28,Tamaulipas,2014,4,1737.33,1604.86,Estatal
28,Tamaulipas,2015,1,1706.24,1602.67,Estatal
28,Tamaulipas,2015,2,1719.48,1606.58,Estatal
28,Tamaulipas,2015,3,1679.83,1557.85,Estatal
28,Tamaulipas,2015,4,1705.62,1578.18,Estatal
28,Tamaulipas,2016,1,1767.35,1609.03,Estatal
28,Tamaulipas,2016,2,1794.27,1640.26,Estatal
28,Tamaulipas,2016,3,1870.44,1726.92,Estatal
28,Tamaulipas,2016,4,1824.81,1672.27,Estatal
28,Tamaulipas,2017,1,1749.28,1626.88,Estatal
28,Tamaulipas,2017,2,1788.85,1635.61,Estatal
28,Tamaulipas,2017,3,1689.53,1495.69,Estatal
28,Tamaulipas,2017,4,1735.29,1555.94,Estatal
28,Tamaulipas,2018,1,1832.94,1667.38,Estatal
28,Tamaulipas,2018,2,1905.11,1739.41,Estatal
28,Tamaulipas,2018,3,1923.46,1739.59,Estatal
28,Tamaulipas,2018,4,1842.72,1670.57,Estatal
28,Tamaulipas,2019,1,1938.17,1741.79,Estatal
28,Tamaulipas,2019,2,2056.73,1851.27,Estatal
28,Tamaulipas,2019,3,2004.29,1808.92,Estatal
28,Tamaulipas,2019,4,1995.92,1809.77,Estatal
28,Tamaulipas,2020,1,2018.85,1802.21,Estatal
28,Tamaulipas,2020,3,1918.64,1693.04,Estatal
28,Tamaulipas,2020,4,1942.06,1717,Estatal
29,Tlaxcala,2005,1,1273.96,1429.17,Estatal
29,Tlaxcala,2005,2,1326.8,1435.05,Estatal
29,Tlaxcala,2005,3,1321.15,1438.71,Estatal
29,Tlaxcala,2005,4,1338.66,1486.31,Estatal
29,Tlaxcala,2006,1,1380.88,1515.6,Estatal
29,Tlaxcala,2006,2,1336.87,1480.67,Estatal
29,Tlaxcala,2006,3,1354.1,1479.02,Estatal
29,Tlaxcala,2006,4,1291.37,1372.68,Estatal
29,Tlaxcala,2007,1,1363.33,1438.5,Estatal
29,Tlaxcala,2007,2,1356.02,1450.62,Estatal
29,Tlaxcala,2007,3,1342.25,1436.56,Estatal
29,Tlaxcala,2007,4,1367.19,1451.39,Estatal
29,Tlaxcala,2008,1,1337.16,1425.99,Estatal
29,Tlaxcala,2008,2,1363.14,1433.01,Estatal
29,Tlaxcala,2008,3,1368.93,1430.29,Estatal
29,Tlaxcala,2008,4,1231.03,1269.77,Estatal
29,Tlaxcala,2009,1,1204.09,1239.17,Estatal
29,Tlaxcala,2009,2,1239.89,1245.92,Estatal
29,Tlaxcala,2009,3,1168.01,1159.07,Estatal
29,Tlaxcala,2009,4,1173.33,1177.18,Estatal
29,Tlaxcala,2010,1,1160.41,1160.41,Estatal
29,Tlaxcala,2010,2,1192.05,1199.03,Estatal
29,Tlaxcala,2010,3,1246.56,1269.62,Estatal
29,Tlaxcala,2010,4,1174.52,1187.09,Estatal
29,Tlaxcala,2011,1,1178.32,1187.03,Estatal
29,Tlaxcala,2011,2,1276.16,1281.14,Estatal
29,Tlaxcala,2011,3,1231.41,1240.63,Estatal
29,Tlaxcala,2011,4,1257.34,1257.65,Estatal
29,Tlaxcala,2012,1,1206.23,1192.55,Estatal
29,Tlaxcala,2012,2,1223.38,1195.98,Estatal
29,Tlaxcala,2012,3,1322.1,1258,Estatal
29,Tlaxcala,2012,4,1274.14,1206.89,Estatal
29,Tlaxcala,2013,1,1263.57,1198.56,Estatal
29,Tlaxcala,2013,2,1241.69,1172.03,Estatal
29,Tlaxcala,2013,3,1279.47,1209.6,Estatal
29,Tlaxcala,2013,4,1236.08,1163.36,Estatal
29,Tlaxcala,2014,1,1230.01,1149.21,Estatal
29,Tlaxcala,2014,2,1181.47,1115.02,Estatal
29,Tlaxcala,2014,3,1212.81,1133.66,Estatal
29,Tlaxcala,2014,4,1237.39,1143.98,Estatal
29,Tlaxcala,2015,1,1291.37,1213.3,Estatal
29,Tlaxcala,2015,2,1293.08,1208.13,Estatal
29,Tlaxcala,2015,3,1284.35,1191.05,Estatal
29,Tlaxcala,2015,4,1302.24,1204.8,Estatal
29,Tlaxcala,2016,1,1323.71,1203.95,Estatal
29,Tlaxcala,2016,2,1366.98,1249.21,Estatal
29,Tlaxcala,2016,3,1343.9,1240.45,Estatal
29,Tlaxcala,2016,4,1333.7,1221.27,Estatal
29,Tlaxcala,2017,1,1310.6,1219.17,Estatal
29,Tlaxcala,2017,2,1340.27,1225.2,Estatal
29,Tlaxcala,2017,3,1388.58,1227.83,Estatal
29,Tlaxcala,2017,4,1354.8,1214.26,Estatal
29,Tlaxcala,2018,1,1382.31,1257.49,Estatal
29,Tlaxcala,2018,2,1394.17,1273.33,Estatal
29,Tlaxcala,2018,3,1391.25,1258.93,Estatal
29,Tlaxcala,2018,4,1342.5,1216.73,Estatal
29,Tlaxcala,2019,1,1336.53,1200.85,Estatal
29,Tlaxcala,2019,2,1371.35,1234.36,Estatal
29,Tlaxcala,2019,3,1413.15,1275.54,Estatal
29,Tlaxcala,2019,4,1450.53,1315.51,Estatal
29,Tlaxcala,2020,1,1421.82,1268.78,Estatal
29,Tlaxcala,2020,3,1237.21,1090.39,Estatal
29,Tlaxcala,2020,4,1307.11,1153.81,Estatal
30,Veracruz,2005,1,1579.22,1771.24,Estatal
30,Veracruz,2005,2,1295.05,1401.39,Estatal
30,Veracruz,2005,3,1293.88,1410.39,Estatal
30,Veracruz,2005,4,1400.25,1555.93,Estatal
30,Veracruz,2006,1,1406.61,1544.3,Estatal
30,Veracruz,2006,2,1465.19,1624.14,Estatal
30,Veracruz,2006,3,1485.27,1624.18,Estatal
30,Veracruz,2006,4,1451.03,1542.47,Estatal
30,Veracruz,2007,1,1431.68,1511.01,Estatal
30,Veracruz,2007,2,1503.93,1609.79,Estatal
30,Veracruz,2007,3,1452.19,1555.01,Estatal
30,Veracruz,2007,4,1483.01,1575.65,Estatal
30,Veracruz,2008,1,1497.98,1599.79,Estatal
30,Veracruz,2008,2,1465.91,1542.62,Estatal
30,Veracruz,2008,3,1479.33,1547.07,Estatal
30,Veracruz,2008,4,1444.46,1490.52,Estatal
30,Veracruz,2009,1,1468.3,1512.26,Estatal
30,Veracruz,2009,2,1525.98,1533.59,Estatal
30,Veracruz,2009,3,1464.92,1453.85,Estatal
30,Veracruz,2009,4,1456.39,1461.59,Estatal
30,Veracruz,2010,1,1503.52,1503.52,Estatal
30,Veracruz,2010,2,1474.15,1483.74,Estatal
30,Veracruz,2010,3,1425.07,1453.11,Estatal
30,Veracruz,2010,4,1418.25,1434.42,Estatal
30,Veracruz,2011,1,1469.45,1481.73,Estatal
30,Veracruz,2011,2,1390.82,1397.76,Estatal
30,Veracruz,2011,3,1417.02,1429.62,Estatal
30,Veracruz,2011,4,1346.9,1347.74,Estatal
30,Veracruz,2012,1,1471.54,1455.12,Estatal
30,Veracruz,2012,2,1507.97,1474.69,Estatal
30,Veracruz,2012,3,1417.01,1347.95,Estatal
30,Veracruz,2012,4,1508.09,1428.19,Estatal
30,Veracruz,2013,1,1415.1,1342.27,Estatal
30,Veracruz,2013,2,1411.45,1332.16,Estatal
30,Veracruz,2013,3,1428.38,1350.9,Estatal
30,Veracruz,2013,4,1460.48,1374.58,Estatal
30,Veracruz,2014,1,1364.19,1275.14,Estatal
30,Veracruz,2014,2,1305.73,1234.02,Estatal
30,Veracruz,2014,3,1259.38,1178.59,Estatal
30,Veracruz,2014,4,1155.3,1069.08,Estatal
30,Veracruz,2015,1,1253.48,1177.98,Estatal
30,Veracruz,2015,2,1282.48,1198.2,Estatal
30,Veracruz,2015,3,1311.08,1215.8,Estatal
30,Veracruz,2015,4,1252.22,1158.42,Estatal
30,Veracruz,2016,1,1268.96,1153.1,Estatal
30,Veracruz,2016,2,1265.52,1156.27,Estatal
30,Veracruz,2016,3,1250.9,1154.37,Estatal
30,Veracruz,2016,4,1204.35,1102.22,Estatal
30,Veracruz,2017,1,1203.46,1119.77,Estatal
30,Veracruz,2017,2,1227.26,1121.64,Estatal
30,Veracruz,2017,3,1191.52,1052.8,Estatal
30,Veracruz,2017,4,1197.18,1072.5,Estatal
30,Veracruz,2018,1,1257.59,1144.08,Estatal
30,Veracruz,2018,2,1272.05,1162.16,Estatal
30,Veracruz,2018,3,1318.9,1193.95,Estatal
30,Veracruz,2018,4,1230.03,1114.51,Estatal
30,Veracruz,2019,1,1268.6,1139.55,Estatal
30,Veracruz,2019,2,1307.53,1176.92,Estatal
30,Veracruz,2019,3,1192.47,1076.49,Estatal
30,Veracruz,2019,4,1268.84,1150.98,Estatal
30,Veracruz,2020,1,1381.17,1232.01,Estatal
30,Veracruz,2020,3,1317.32,1159.8,Estatal
30,Veracruz,2020,4,1329.05,1171.04,Estatal
31,Yucatán,2005,1,1648.21,1844.74,Estatal
31,Yucatán,2005,2,1659.54,1792.69,Estatal
31,Yucatán,2005,3,1655.89,1800.15,Estatal
31,Yucatán,2005,4,1637.69,1813.09,Estatal
31,Yucatán,2006,1,1669.04,1828.22,Estatal
31,Yucatán,2006,2,1666.56,1840.88,Estatal
31,Yucatán,2006,3,1801.19,1964.53,Estatal
31,Yucatán,2006,4,1698.02,1804.59,Estatal
31,Yucatán,2007,1,1769.24,1866.15,Estatal
31,Yucatán,2007,2,1841.47,1967.45,Estatal
31,Yucatán,2007,3,1677.91,1793.64,Estatal
31,Yucatán,2007,4,1777.87,1885.43,Estatal
31,Yucatán,2008,1,1758.61,1872.62,Estatal
31,Yucatán,2008,2,1751.82,1839.54,Estatal
31,Yucatán,2008,3,1730.82,1806.73,Estatal
31,Yucatán,2008,4,1666.8,1718.39,Estatal
31,Yucatán,2009,1,1706.7,1755.45,Estatal
31,Yucatán,2009,2,1667.57,1675.31,Estatal
31,Yucatán,2009,3,1735.27,1721.82,Estatal
31,Yucatán,2009,4,1705.33,1710.46,Estatal
31,Yucatán,2010,1,1679.42,1679.42,Estatal
31,Yucatán,2010,2,1681.97,1690.53,Estatal
31,Yucatán,2010,3,1739.77,1770.01,Estatal
31,Yucatán,2010,4,1742.27,1759.73,Estatal
31,Yucatán,2011,1,1722.77,1733.78,Estatal
31,Yucatán,2011,2,1722.48,1727.81,Estatal
31,Yucatán,2011,3,1717.63,1729.01,Estatal
31,Yucatán,2011,4,1675.21,1674.64,Estatal
31,Yucatán,2012,1,1684,1664.66,Estatal
31,Yucatán,2012,2,1745.9,1706.41,Estatal
31,Yucatán,2012,3,1789.89,1703.61,Estatal
31,Yucatán,2012,4,1665.02,1577.42,Estatal
31,Yucatán,2013,1,1656.74,1571.52,Estatal
31,Yucatán,2013,2,1831.49,1728.86,Estatal
31,Yucatán,2013,3,1723.19,1628.63,Estatal
31,Yucatán,2013,4,1785.46,1680.4,Estatal
31,Yucatán,2014,1,1673.88,1563,Estatal
31,Yucatán,2014,2,1594.54,1503.25,Estatal
31,Yucatán,2014,3,1625.96,1517.51,Estatal
31,Yucatán,2014,4,1669.87,1542.81,Estatal
31,Yucatán,2015,1,1657.36,1556.86,Estatal
31,Yucatán,2015,2,1707.36,1595.24,Estatal
31,Yucatán,2015,3,1746.54,1619.7,Estatal
31,Yucatán,2015,4,1669.45,1544.68,Estatal
31,Yucatán,2016,1,1690.3,1538.76,Estatal
31,Yucatán,2016,2,1735.05,1586.01,Estatal
31,Yucatán,2016,3,1767.88,1632.17,Estatal
31,Yucatán,2016,4,1812.1,1660.42,Estatal
31,Yucatán,2017,1,1808.45,1681.93,Estatal
31,Yucatán,2017,2,1801.4,1647.06,Estatal
31,Yucatán,2017,3,1755.79,1553.99,Estatal
31,Yucatán,2017,4,1774.31,1590.72,Estatal
31,Yucatán,2018,1,1727.72,1571.68,Estatal
31,Yucatán,2018,2,1806.25,1649.38,Estatal
31,Yucatán,2018,3,1825.85,1651.73,Estatal
31,Yucatán,2018,4,1903.64,1725.57,Estatal
31,Yucatán,2019,1,1818.71,1634.29,Estatal
31,Yucatán,2019,2,1858.82,1673.14,Estatal
31,Yucatán,2019,3,1931.7,1743.46,Estatal
31,Yucatán,2019,4,1912.86,1734.57,Estatal
31,Yucatán,2020,1,1962.59,1751.82,Estatal
31,Yucatán,2020,3,1884.29,1661.69,Estatal
31,Yucatán,2020,4,1929.9,1704.57,Estatal
32,Zacatecas,2005,1,1206.73,1353.37,Estatal
32,Zacatecas,2005,2,1267.13,1370.87,Estatal
32,Zacatecas,2005,3,1285.16,1400.22,Estatal
32,Zacatecas,2005,4,1316.95,1463.46,Estatal
32,Zacatecas,2006,1,1274.54,1399.1,Estatal
32,Zacatecas,2006,2,1391.39,1542.28,Estatal
32,Zacatecas,2006,3,1386.63,1515.63,Estatal
32,Zacatecas,2006,4,1437.51,1528.11,Estatal
32,Zacatecas,2007,1,1401,1478.51,Estatal
32,Zacatecas,2007,2,1413.49,1513.01,Estatal
32,Zacatecas,2007,3,1442.33,1545.13,Estatal
32,Zacatecas,2007,4,1392.62,1479.9,Estatal
32,Zacatecas,2008,1,1271.52,1357.15,Estatal
32,Zacatecas,2008,2,1350.94,1421.51,Estatal
32,Zacatecas,2008,3,1279.93,1338.06,Estatal
32,Zacatecas,2008,4,1248.98,1288.74,Estatal
32,Zacatecas,2009,1,1194.99,1230.47,Estatal
32,Zacatecas,2009,2,1178.5,1184.42,Estatal
32,Zacatecas,2009,3,1201.02,1191.9,Estatal
